row,device,ace_text
334,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:googleads.g.doubleclick.net dst-port:443
335,chromecastUltraMud,egress ipv4 udp dst:tools.google.com dst-port:443
336,chromecastUltraMud,egress local ipv4 tcp src-port:8009
337,chromecastUltraMud,egress ipv4 udp dst:r1---sn-55goxu-ntqe.googlevideo.com dst-port:443
338,chromecastUltraMud,egress ipv4 udp dst:8.8.8.8/32 dst-port:53
339,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:android.clients.google.com dst-port:80
340,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:yt3.ggpht.com dst-port:443
341,chromecastUltraMud,egress ipv4 udp dst:www.youtube-nocookie.com dst-port:443
342,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:ssl.gstatic.com dst-port:443
343,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:google.com dst-port:443
344,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:tools.google.com dst-port:443
345,chromecastUltraMud,egress ipv4 udp dst:ad.doubleclick.net dst-port:443
346,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:ssl.gstatic.com dst-port:80
347,chromecastUltraMud,egress ipv4 udp dst:time.google.com dst-port:123
348,chromecastUltraMud,egress ipv4 1 dst:8.8.8.8/32
349,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:fonts.googleapis.com dst-port:443
350,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:clients4.google.com dst-port:80
351,chromecastUltraMud,egress ipv4 udp dst:lh6.googleusercontent.com dst-port:443
352,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:www.gstatic.com dst-port:443
353,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:lh5.googleusercontent.com dst-port:443
354,chromecastUltraMud,egress local ipv4 igmp dst:239.255.255.250/32
355,chromecastUltraMud,egress ipv4 udp dst:connectivitycheck.gstatic.com dst-port:443
356,chromecastUltraMud,egress ipv4 udp dst:android.clients.google.com dst-port:443
357,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:i.ytimg.com dst-port:443
358,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:ade.googlesyndication.com dst-port:443
359,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:clients2.google.com dst-port:443
360,chromecastUltraMud,egress ipv4 udp dst:fonts.googleapis.com dst-port:443
361,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:clients4.google.com dst-port:443
362,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:fonts.gstatic.com dst-port:443
363,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:lh3.googleusercontent.com dst-port:443
364,chromecastUltraMud,egress ipv4 udp dst:fonts.gstatic.com dst-port:443
365,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:www.youtube.com dst-port:80
366,chromecastUltraMud,egress ipv4 udp dst:clients1.google.com dst-port:443
367,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:www.gstatic.com dst-port:80
368,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:google.com dst-port:80
369,chromecastUltraMud,egress ipv4 udp dst:r2---sn-ntq7yned.googlevideo.com dst-port:443
370,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:clients2.google.com dst-port:80
371,chromecastUltraMud,egress ipv4 udp dst:r4---sn-ntqe6n76.googlevideo.com dst-port:443
372,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:clients3.google.com dst-port:443
373,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:tools.google.com dst-port:80
374,chromecastUltraMud,egress local ipv4 igmp dst:224.0.0.22/32
375,chromecastUltraMud,egress local ipv4 udp dst:239.255.255.250/32 dst-port:1900
376,chromecastUltraMud,egress local eth:0x0800 mac:ff:ff:ff:ff:ff:ff ipv4 udp dst:255.255.255.255/32 dst-port:67
377,chromecastUltraMud,egress ipv4 1 dst:clients3.google.com
378,chromecastUltraMud,egress ipv4 udp dst:clients3.google.com dst-port:443
379,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:mtalk.google.com dst-port:5228
380,chromecastUltraMud,egress ipv4 udp dst:storage.googleapis.com dst-port:443
381,chromecastUltraMud,egress ipv4 1 dst:android.clients.google.com
382,chromecastUltraMud,egress ipv4 udp dst:r3---sn-55goxu-ntqe.googlevideo.com dst-port:443
383,chromecastUltraMud,egress controller:gateway ipv4 1
384,chromecastUltraMud,egress ipv4 udp dst:lh4.googleusercontent.com dst-port:443
385,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:clients1.google.com dst-port:80
386,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:www.googleapis.com dst-port:443
387,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:android.clients.google.com dst-port:443
388,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:pagead2.googlesyndication.com dst-port:443
389,chromecastUltraMud,egress ipv4 udp dst:google.com dst-port:443
390,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:cdn.ravenjs.com dst-port:443
391,chromecastUltraMud,egress ipv4 udp dst:www.gstatic.com dst-port:443
392,chromecastUltraMud,egress ipv4 udp dst:www.youtube.com dst-port:443
393,chromecastUltraMud,egress ipv4 udp dst:yt3.ggpht.com dst-port:443
394,chromecastUltraMud,egress ipv4 udp dst:lh3.googleusercontent.com dst-port:443
395,chromecastUltraMud,egress ipv4 udp dst:googleads.g.doubleclick.net dst-port:443
396,chromecastUltraMud,egress ipv4 1 dst:google.com
397,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:lh6.googleusercontent.com dst-port:443
398,chromecastUltraMud,egress local ipv4 udp dst:224.0.0.251/32 dst-port:5353
399,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:fonts.gstatic.com dst-port:80
400,chromecastUltraMud,egress ipv4 1 dst:clients4.google.com
401,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:connectivitycheck.gstatic.com dst-port:80
402,chromecastUltraMud,egress ipv4 udp dst:clients2.google.com dst-port:443
403,chromecastUltraMud,egress local ipv4 igmp dst:224.0.0.2/32
404,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:r1---sn-55goxu-ntqe.googlevideo.com dst-port:443
405,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:clients1.google.com dst-port:443
406,chromecastUltraMud,egress ipv4 udp dst:ajax.googleapis.com dst-port:443
407,chromecastUltraMud,egress ipv4 1 dst:clients1.google.com
408,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:secure.insightexpressai.com dst-port:443
409,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:cast.scdn.co dst-port:443
410,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:securepubads.g.doubleclick.net dst-port:443
411,chromecastUltraMud,egress ipv4 1 dst:tools.google.com
412,chromecastUltraMud,egress ipv4 udp dst:clients4.google.com dst-port:443
413,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:api-partner.spotify.com dst-port:443
414,chromecastUltraMud,egress ipv4 1 dst:www.youtube.com
415,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:www.youtube.com dst-port:443
416,chromecastUltraMud,egress ipv4 1 dst:clients2.google.com
417,chromecastUltraMud,egress ipv4 udp dst:ssl.gstatic.com dst-port:443
418,chromecastUltraMud,egress ipv4 udp dst:ade.googlesyndication.com dst-port:443
419,chromecastUltraMud,egress controller:gateway ipv4 udp dst-port:67
420,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:r4---sn-ntqe6n76.googlevideo.com dst-port:443
421,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:clients3.google.com dst-port:80
422,chromecastUltraMud,egress ipv4 udp dst:lh5.googleusercontent.com dst-port:443
423,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:www.youtube-nocookie.com dst-port:443
424,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:connectivitycheck.gstatic.com dst-port:443
425,chromecastUltraMud,egress ipv4 tcp (direction-initiated:from-device) dst:lh4.googleusercontent.com dst-port:443
426,chromecastUltraMud,egress local ipv4 tcp src-port:8008
427,chromecastUltraMud,egress ipv4 udp dst:securepubads.g.doubleclick.net dst-port:443
428,chromecastUltraMud,egress ipv4 udp dst:i.ytimg.com dst-port:443
429,chromecastUltraMud,ingress ipv4 tcp src:ssl.gstatic.com src-port:80
430,chromecastUltraMud,ingress ipv4 tcp src:cast.scdn.co src-port:443
431,chromecastUltraMud,ingress ipv4 tcp src:www.youtube.com src-port:443
432,chromecastUltraMud,ingress ipv4 tcp src:lh4.googleusercontent.com src-port:443
433,chromecastUltraMud,ingress ipv4 udp src:android.clients.google.com src-port:443
434,chromecastUltraMud,ingress ipv4 udp src:clients2.google.com src-port:443
435,chromecastUltraMud,ingress ipv4 udp src:www.youtube-nocookie.com src-port:443
436,chromecastUltraMud,ingress ipv4 tcp src:clients3.google.com src-port:80
437,chromecastUltraMud,ingress ipv4 tcp src:clients3.google.com src-port:443
438,chromecastUltraMud,ingress ipv4 udp src:r2---sn-ntq7yned.googlevideo.com src-port:443
439,chromecastUltraMud,ingress ipv4 tcp src:www.gstatic.com src-port:443
440,chromecastUltraMud,ingress ipv4 tcp src:googleads.g.doubleclick.net src-port:443
441,chromecastUltraMud,ingress controller:gateway ipv4 udp src-port:67
442,chromecastUltraMud,ingress ipv4 udp src:clients3.google.com src-port:443
443,chromecastUltraMud,ingress ipv4 tcp src:clients1.google.com src-port:443
444,chromecastUltraMud,ingress ipv4 udp src:8.8.8.8/32 src-port:53
445,chromecastUltraMud,ingress ipv4 udp src:lh6.googleusercontent.com src-port:443
446,chromecastUltraMud,ingress ipv4 1 src:clients1.google.com
447,chromecastUltraMud,ingress ipv4 tcp src:r4---sn-ntqe6n76.googlevideo.com src-port:443
448,chromecastUltraMud,ingress ipv4 tcp src:tools.google.com src-port:80
449,chromecastUltraMud,ingress controller:gateway ipv4 1
450,chromecastUltraMud,ingress ipv4 udp src:r1---sn-55goxu-ntqe.googlevideo.com src-port:443
451,chromecastUltraMud,ingress ipv4 udp src:r4---sn-ntqe6n76.googlevideo.com src-port:443
452,chromecastUltraMud,ingress controller:dns ipv4 udp src-port:53
453,chromecastUltraMud,ingress ipv4 1 src:tools.google.com
454,chromecastUltraMud,ingress ipv4 udp src:lh4.googleusercontent.com src-port:443
455,chromecastUltraMud,ingress ipv4 1 src:google.com
456,chromecastUltraMud,ingress ipv4 udp src:clients4.google.com src-port:443
457,chromecastUltraMud,ingress local ipv4 tcp (direction-initiated:to-device) dst-port:8008
458,chromecastUltraMud,ingress ipv4 udp src:time.google.com src-port:123
459,chromecastUltraMud,ingress ipv4 tcp src:mtalk.google.com src-port:5228
460,chromecastUltraMud,ingress ipv4 tcp src:www.gstatic.com src-port:80
461,chromecastUltraMud,ingress ipv4 tcp src:www.youtube.com src-port:80
462,chromecastUltraMud,ingress ipv4 udp src:lh3.googleusercontent.com src-port:443
463,chromecastUltraMud,ingress ipv4 udp src:fonts.gstatic.com src-port:443
464,chromecastUltraMud,ingress ipv4 1 src:8.8.8.8/32
465,chromecastUltraMud,ingress ipv4 tcp src:android.clients.google.com src-port:443
466,chromecastUltraMud,ingress ipv4 udp src:yt3.ggpht.com src-port:443
467,chromecastUltraMud,ingress ipv4 tcp src:securepubads.g.doubleclick.net src-port:443
468,chromecastUltraMud,ingress ipv4 tcp src:clients2.google.com src-port:80
469,chromecastUltraMud,ingress ipv4 1 src:clients4.google.com
470,chromecastUltraMud,ingress ipv4 tcp src:ade.googlesyndication.com src-port:443
471,chromecastUltraMud,ingress ipv4 tcp src:fonts.gstatic.com src-port:443
472,chromecastUltraMud,ingress ipv4 tcp src:cdn.ravenjs.com src-port:443
473,chromecastUltraMud,ingress ipv4 tcp src:connectivitycheck.gstatic.com src-port:80
474,chromecastUltraMud,ingress ipv4 udp src:www.gstatic.com src-port:443
475,chromecastUltraMud,ingress ipv4 1 src:clients2.google.com
476,chromecastUltraMud,ingress ipv4 tcp src:secure.insightexpressai.com src-port:443
477,chromecastUltraMud,ingress ipv4 tcp src:storage.googleapis.com src-port:443
478,chromecastUltraMud,ingress ipv4 tcp src:fonts.googleapis.com src-port:443
479,chromecastUltraMud,ingress ipv4 tcp src:clients4.google.com src-port:443
480,chromecastUltraMud,ingress ipv4 udp src:ajax.googleapis.com src-port:443
481,chromecastUltraMud,ingress ipv4 udp src:connectivitycheck.gstatic.com src-port:443
482,chromecastUltraMud,ingress ipv4 tcp src:google.com src-port:443
483,chromecastUltraMud,ingress ipv4 1 src:www.youtube.com
484,chromecastUltraMud,ingress ipv4 tcp src:www.youtube-nocookie.com src-port:443
485,chromecastUltraMud,ingress ipv4 udp src:r3---sn-55goxu-ntqe.googlevideo.com src-port:443
486,chromecastUltraMud,ingress ipv4 tcp src:api-partner.spotify.com src-port:443
487,chromecastUltraMud,ingress ipv4 tcp src:lh6.googleusercontent.com src-port:443
488,chromecastUltraMud,ingress ipv4 tcp src:clients2.google.com src-port:443
489,chromecastUltraMud,ingress ipv4 udp src:lh5.googleusercontent.com src-port:443
490,chromecastUltraMud,ingress ipv4 udp src:ade.googlesyndication.com src-port:443
491,chromecastUltraMud,ingress ipv4 1 src:android.clients.google.com
492,chromecastUltraMud,ingress ipv4 udp src:storage.googleapis.com src-port:443
493,chromecastUltraMud,ingress ipv4 tcp src:clients4.google.com src-port:80
494,chromecastUltraMud,ingress ipv4 udp src:pagead2.googlesyndication.com src-port:443
495,chromecastUltraMud,ingress local ipv4 tcp (direction-initiated:to-device) dst-port:8009
496,chromecastUltraMud,ingress ipv4 tcp src:ad.doubleclick.net src-port:443
497,chromecastUltraMud,ingress ipv4 tcp src:google.com src-port:80
498,chromecastUltraMud,ingress ipv4 tcp src:lh3.googleusercontent.com src-port:443
499,chromecastUltraMud,ingress ipv4 udp src:google.com src-port:443
500,chromecastUltraMud,ingress ipv4 tcp src:android.clients.google.com src-port:80
501,chromecastUltraMud,ingress ipv4 1 src:clients3.google.com
502,chromecastUltraMud,ingress ipv4 tcp src:ssl.gstatic.com src-port:443
503,chromecastUltraMud,ingress ipv4 tcp src:yt3.ggpht.com src-port:443
504,chromecastUltraMud,ingress ipv4 udp src:www.youtube.com src-port:443
505,chromecastUltraMud,ingress ipv4 udp src:googleads.g.doubleclick.net src-port:443
506,chromecastUltraMud,ingress ipv4 tcp src:www.googleapis.com src-port:443
507,chromecastUltraMud,ingress ipv4 tcp src:tools.google.com src-port:443
508,chromecastUltraMud,ingress ipv4 udp src:i.ytimg.com src-port:443
509,chromecastUltraMud,ingress ipv4 tcp src:fonts.gstatic.com src-port:80
510,chromecastUltraMud,ingress ipv4 udp src:ad.doubleclick.net src-port:443
511,chromecastUltraMud,ingress ipv4 tcp src:i.ytimg.com src-port:443
512,chromecastUltraMud,ingress ipv4 tcp src:clients1.google.com src-port:80
513,chromecastUltraMud,ingress ipv4 udp src:ssl.gstatic.com src-port:443
514,chromecastUltraMud,ingress ipv4 tcp src:r1---sn-55goxu-ntqe.googlevideo.com src-port:443
515,chromecastUltraMud,ingress ipv4 tcp src:lh5.googleusercontent.com src-port:443
516,chromecastUltraMud,ingress ipv4 udp src:www.googleapis.com src-port:443
517,chromecastUltraMud,ingress ipv4 tcp src:ajax.googleapis.com src-port:443
518,chromecastUltraMud,ingress ipv4 tcp src:connectivitycheck.gstatic.com src-port:443
519,chromecastUltraMud,ingress ipv4 udp src:tools.google.com src-port:443
520,chromecastUltraMud,ingress ipv4 tcp src:pagead2.googlesyndication.com src-port:443
521,chromecastUltraMud,ingress ipv4 udp src:clients1.google.com src-port:443
522,chromecastUltraMud,ingress ipv4 udp src:securepubads.g.doubleclick.net src-port:443
523,chromecastUltraMud,ingress ipv4 udp src:fonts.googleapis.com src-port:443
524,chromecastUltraMud,egress local ipv6 58 dst:ff00::/8
525,chromecastUltraMud,egress local ipv6 0 dst:ff00::/8
526,chromecastUltraMud,egress local eth:0x0006
527,chromecastUltraMud,egress local eth:0x888e
528,dropcamMud,egress ipv4 udp dst:pool.ntp.org dst-port:123
529,dropcamMud,egress ipv4 tcp (direction-initiated:from-device) dst:oculus2275-us1.dropcam.com dst-port:443
530,dropcamMud,egress controller:gateway ipv4 udp dst-port:67
531,dropcamMud,egress ipv4 tcp (direction-initiated:from-device) dst:nexus.dropcam.com dst-port:443
532,dropcamMud,egress controller:dns ipv4 udp dst-port:53
533,dropcamMud,egress local eth:0x0800 mac:ff:ff:ff:ff:ff:ff ipv4 udp dst:255.255.255.255/32 dst-port:67
534,dropcamMud,egress ipv4 tcp (direction-initiated:from-device) dst:nexus-us1.dropcam.com dst-port:443
535,dropcamMud,egress ipv4 udp dst:8.8.4.4/32 dst-port:53
536,dropcamMud,egress ipv4 udp dst:8.8.8.8/32 dst-port:53
537,dropcamMud,ingress ipv4 tcp src:oculus2275-us1.dropcam.com src-port:443
538,dropcamMud,ingress ipv4 tcp src:nexus-us1.dropcam.com src-port:443
539,dropcamMud,ingress controller:dns ipv4 udp src-port:53
540,dropcamMud,ingress ipv4 tcp src:nexus.dropcam.com src-port:443
541,dropcamMud,ingress controller:gateway ipv4 udp src-port:67
542,dropcamMud,ingress ipv4 udp src:8.8.8.8/32 src-port:53
543,dropcamMud,ingress ipv4 udp src:8.8.4.4/32 src-port:53
544,dropcamMud,ingress ipv4 udp src:pool.ntp.org src-port:123
545,dropcamMud,egress local eth:0x888e
546,dropcamMud,egress local eth:0x0006
547,hellobarbieMud,egress controller:gateway ipv4 udp dst-port:67
548,hellobarbieMud,egress controller:dns ipv4 udp dst-port:53
549,hellobarbieMud,egress ipv4 tcp (direction-initiated:from-device) dst:puppeteer.toytalk.com dst-port:443
550,hellobarbieMud,egress local eth:0x0800 mac:ff:ff:ff:ff:ff:ff ipv4 udp dst:255.255.255.255/32 dst-port:67
551,hellobarbieMud,egress ipv4 tcp (direction-initiated:from-device) dst:firmware.toytalk.com dst-port:443
552,hellobarbieMud,egress ipv4 tcp (direction-initiated:from-device) dst:storage.toytalk.com dst-port:443
553,hellobarbieMud,ingress controller:dns ipv4 udp src-port:53
554,hellobarbieMud,ingress ipv4 tcp src:puppeteer.toytalk.com src-port:443
555,hellobarbieMud,ingress ipv4 tcp src:firmware.toytalk.com src-port:443
556,hellobarbieMud,ingress controller:gateway ipv4 udp src-port:67
557,hellobarbieMud,ingress ipv4 tcp src:storage.toytalk.com src-port:443
558,hellobarbieMud,egress local eth:0x888e
559,hellobarbieMud,egress local eth:0x0006
560,hpprinterMud,egress ipv4 tcp (direction-initiated:from-device) dst:xmpp009.hpeprint.com dst-port:5222
561,hpprinterMud,egress local ipv4 igmp dst:224.0.1.60/32
562,hpprinterMud,egress local eth:0x0800 mac:ff:ff:ff:ff:ff:ff ipv4 udp dst:255.255.255.255/32 dst-port:67
563,hpprinterMud,egress ipv4 tcp (direction-initiated:from-device) dst:xmpp009.hpeprint.com dst-port:443
564,hpprinterMud,egress ipv4 tcp (direction-initiated:from-device) dst:xmpp009.hpeprint.com dst-port:80
565,hpprinterMud,egress local eth:0x0800 mac:ff:ff:ff:ff:ff:ff ipv4 udp dst-port:137
566,hpprinterMud,egress local ipv4 igmp dst:239.255.255.250/32
567,hpprinterMud,egress controller:dns ipv4 udp dst-port:53
568,hpprinterMud,egress local ipv4 udp dst:224.0.0.252/32 dst-port:5355
569,hpprinterMud,egress controller:gateway ipv4 udp dst-port:67
570,hpprinterMud,egress ipv4 tcp (direction-initiated:from-device) dst:chat.hpeprint.com dst-port:80
571,hpprinterMud,egress local ipv4 udp dst:224.0.0.251/32 dst-port:5353
572,hpprinterMud,egress ipv4 tcp (direction-initiated:from-device) dst:xmpp009.hpeprint.com dst-port:5223
573,hpprinterMud,egress ipv4 tcp (direction-initiated:from-device) dst:chat.hpeprint.com dst-port:443
574,hpprinterMud,egress ipv4 tcp (direction-initiated:from-device) dst:h10141.www1.hp.com dst-port:80
575,hpprinterMud,egress local ipv4 udp src-port:5353
576,hpprinterMud,egress local ipv4 tcp src-port:80
577,hpprinterMud,ingress ipv4 tcp src:xmpp009.hpeprint.com src-port:80
578,hpprinterMud,ingress controller:dns ipv4 udp src-port:53
579,hpprinterMud,ingress ipv4 tcp src:h10141.www1.hp.com src-port:80
580,hpprinterMud,ingress controller:gateway ipv4 udp src-port:67
581,hpprinterMud,ingress ipv4 tcp src:xmpp009.hpeprint.com src-port:443
582,hpprinterMud,ingress ipv4 tcp src:xmpp009.hpeprint.com src-port:5223
583,hpprinterMud,ingress local ipv4 tcp (direction-initiated:to-device) dst-port:80
584,hpprinterMud,ingress ipv4 tcp src:chat.hpeprint.com src-port:443
585,hpprinterMud,ingress ipv4 tcp src:chat.hpeprint.com src-port:80
586,hpprinterMud,ingress ipv4 tcp src:xmpp009.hpeprint.com src-port:5222
587,hpprinterMud,egress controller:gateway ipv6 58
588,hpprinterMud,egress local ipv6 44 dst:ff00::/8
589,hpprinterMud,egress local ipv6 udp dst:ff00::/8 dst-port:5353
590,hpprinterMud,egress local ipv6 udp dst:ff00::/8 dst-port:547
591,hpprinterMud,egress local ipv6 0 dst:ff05:0:0:0:0:0:0:c
592,hpprinterMud,egress local ipv6 58 dst:ff00::/8
593,hpprinterMud,egress ipv6 udp dst:fdc1:1bdc:1e84:0:0:0:0:1 dst-port:53
594,hpprinterMud,egress local ipv6 0 dst:ff00::/8
595,hpprinterMud,egress local ipv6 udp src-port:5353
596,hpprinterMud,egress local ipv6 udp dst:ff00::/8 dst-port:5355
597,hpprinterMud,egress local ipv6 58
598,hpprinterMud,ingress controller:gateway ipv6 udp src-port:547
599,hpprinterMud,ingress ipv6 udp src:fdc1:1bdc:1e84:0:0:0:0:1 src-port:53
600,hpprinterMud,egress local eth:0x0006
601,hpprinterMud,egress local eth:0x888e
602,ihomepowerplugMud,egress controller:gateway ipv4 udp dst-port:67
603,ihomepowerplugMud,egress local ipv4 igmp dst:224.0.0.251/32
604,ihomepowerplugMud,egress local eth:0x0800 mac:ff:ff:ff:ff:ff:ff ipv4 udp dst:255.255.255.255/32 dst-port:67
605,ihomepowerplugMud,egress local ipv4 udp dst:224.0.0.251/32 dst-port:5353
606,ihomepowerplugMud,egress controller:dns ipv4 udp dst-port:53
607,ihomepowerplugMud,egress ipv4 tcp (direction-initiated:from-device) dst:mqtt.evrythng.com dst-port:443
608,ihomepowerplugMud,egress ipv4 tcp (direction-initiated:from-device) dst:time.evrythng.com dst-port:80
609,ihomepowerplugMud,ingress ipv4 tcp src:time.evrythng.com src-port:80
610,ihomepowerplugMud,ingress controller:dns ipv4 udp src-port:53
611,ihomepowerplugMud,ingress controller:gateway ipv4 udp src-port:67
612,ihomepowerplugMud,ingress ipv4 tcp src:mqtt.evrythng.com src-port:443
613,ihomepowerplugMud,egress local ipv6 0 dst:ff00::/8
614,ihomepowerplugMud,egress local ipv6 udp dst:ff00::/8 dst-port:5353
615,ihomepowerplugMud,egress local ipv6 58 dst:ff00::/8
616,ihomepowerplugMud,egress controller:gateway ipv6 58
617,ihomepowerplugMud,egress local eth:0x888e
618,ihomepowerplugMud,egress local eth:0x0006
619,lifxbulbMud,egress ipv4 udp dst:pool.ntp.org dst-port:123
620,lifxbulbMud,egress local eth:0x0800 mac:ff:ff:ff:ff:ff:ff ipv4 udp dst-port:56700
621,lifxbulbMud,egress controller:gateway ipv4 udp dst-port:67
622,lifxbulbMud,egress controller:dns ipv4 udp dst-port:53
623,lifxbulbMud,egress local ipv4 udp src-port:56700
624,lifxbulbMud,egress local eth:0x0800 mac:ff:ff:ff:ff:ff:ff ipv4 udp dst:255.255.255.255/32 dst-port:67
625,lifxbulbMud,egress ipv4 tcp (direction-initiated:from-device) dst:v2.broker.lifx.co dst-port:56700
626,lifxbulbMud,egress ipv4 udp dst:8.8.8.8/32 dst-port:53
627,lifxbulbMud,ingress ipv4 tcp src:v2.broker.lifx.co src-port:56700
628,lifxbulbMud,ingress controller:dns ipv4 udp src-port:53
629,lifxbulbMud,ingress controller:gateway ipv4 udp src-port:67
630,lifxbulbMud,ingress ipv4 udp src:8.8.8.8/32 src-port:53
631,lifxbulbMud,ingress local ipv4 udp dst-port:56700
632,lifxbulbMud,ingress ipv4 udp src:pool.ntp.org src-port:123
633,lifxbulbMud,egress local ipv6 58 dst:ff00::/8
634,lifxbulbMud,egress controller:gateway ipv6 58
635,lifxbulbMud,egress local eth:0x888e
636,lifxbulbMud,egress local eth:0x0006
637,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe22.front01.iad01.production.nest.com dst-port:11095
638,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe89.front01.iad01.production.nest.com dst-port:11095
639,nestsmokesensorMud,egress local eth:0x0800 mac:ff:ff:ff:ff:ff:ff ipv4 udp dst:255.255.255.255/32 dst-port:67
640,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe14.front01.iad01.production.nest.com dst-port:11095
641,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe100.front01.iad01.production.nest.com dst-port:11095
642,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe32.front01.iad01.production.nest.com dst-port:11095
643,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe04.front01.iad01.production.nest.com dst-port:11095
644,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe41.front01.iad01.production.nest.com dst-port:11095
645,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:frontdoor.nest.com dst-port:11095
646,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe50.front01.iad01.production.nest.com dst-port:11095
647,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe03.front01.iad01.production.nest.com dst-port:11095
648,nestsmokesensorMud,egress controller:dns ipv4 udp dst-port:53
649,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe11.front01.iad01.production.nest.com dst-port:11095
650,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe21.front01.iad01.production.nest.com dst-port:11095
651,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe30.front01.iad01.production.nest.com dst-port:11095
652,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe79.front01.iad01.production.nest.com dst-port:11095
653,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe17.front01.iad01.production.nest.com dst-port:11095
654,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe16.front01.iad01.production.nest.com dst-port:11095
655,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe53.front01.iad01.production.nest.com dst-port:11095
656,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe109.front01.iad01.production.nest.com dst-port:11095
657,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe71.front01.iad01.production.nest.com dst-port:11095
658,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe84.front01.iad01.production.nest.com dst-port:11095
659,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe108.front01.iad01.production.nest.com dst-port:11095
